concept_id,concept,category,status,first_seen_paper,first_seen_year,latest_seen_paper,latest_seen_year,page_path,primary_reference_doi,openalex_id,dimensions_id,sciscinet_id,aliases
career_history_inclusion_proxy_sensitivity,Career-history inclusion proxy sensitivity,validations,full_text_seed,Robinson-Garcia et al. (2020),2020,Robinson-Garcia et al. (2020),2020,concepts/validations/career_history_inclusion_proxy_sensitivity.md,10.7554/elife.60586,W3097159753,pub.1132069903,W3097159753,five-publication inclusion sensitivity; scientific-age proxy audit; transient-author exclusion bias
dynamic_archetype_causal_model_gap,Dynamic archetype causal model gap,methods,full_text_seed,Robinson-Garcia et al. (2020),2020,Robinson-Garcia et al. (2020),2020,concepts/methods/dynamic_archetype_causal_model_gap.md,10.7554/elife.60586,W3097159753,pub.1132069903,W3097159753,dynamic BN career-transition gap; contribution-profile causal gap; archetype g-computation pathway
global_science_communication_system,Global science communication system,representations,full_text_seed,Wagner and Leydesdorff (2005),2005,Wagner and Leydesdorff (2005),2005,concepts/representations/global_science_communication_system.md,10.1016/j.respol.2005.08.002,W1964920419,pub.1029657568,W1964920419,global ICS communication layer; supranational science system; global collaboration reference system
international_collaboration_growth_reinforcement,International collaboration growth reinforcement,mechanisms,full_text_seed,Wagner and Leydesdorff (2005),2005,Wagner and Leydesdorff (2005),2005,concepts/mechanisms/international_collaboration_growth_reinforcement.md,10.1016/j.respol.2005.08.002,W1964920419,pub.1029657568,W1964920419,ICS structural reinforcement; global collaboration densification; coauthorship growth amplification
country_partner_factor_competition,Country-partner factor competition,methods,full_text_seed,Wagner and Leydesdorff (2005),2005,Wagner and Leydesdorff (2005),2005,concepts/methods/country_partner_factor_competition.md,10.1016/j.respol.2005.08.002,W1964920419,pub.1029657568,W1964920419,country partner-loadings competition; collaboration factor competition; advanced-country partner rivalry
isolated_regional_collaboration_components,Isolated regional collaboration components,measures,full_text_seed,Wagner and Leydesdorff (2005),2005,Wagner and Leydesdorff (2005),2005,concepts/measures/isolated_regional_collaboration_components.md,10.1016/j.respol.2005.08.002,W1964920419,pub.1029657568,W1964920419,peripheral country components; isolated ICS clusters; regional disconnected components
subfield_scale_exponent_profile,Subfield scale-exponent profile,measures,full_text_seed,Wagner and Leydesdorff (2005),2005,Wagner and Leydesdorff (2005),2005,concepts/measures/subfield_scale_exponent_profile.md,10.1016/j.respol.2005.08.002,W1964920419,pub.1029657568,W1964920419,ICS exponent table; subfield degree-fit profile; international coauthorship gamma profile
self_organization_over_policy_driver_check,Self-organization over policy-driver check,validations,full_text_seed,Wagner and Leydesdorff (2005),2005,Wagner and Leydesdorff (2005),2005,concepts/validations/self_organization_over_policy_driver_check.md,10.1016/j.respol.2005.08.002,W1964920419,pub.1029657568,W1964920419,bottom-up dominance check; ICS driver falsification audit; self-organization validation
direct_indirect_ics_policy_role_split,Direct/indirect ICS policy-role split,methods,full_text_seed,Wagner and Leydesdorff (2005),2005,Wagner and Leydesdorff (2005),2005,concepts/methods/direct_indirect_ics_policy_role_split.md,10.1016/j.respol.2005.08.002,W1964920419,pub.1029657568,W1964920419,ICS direct-indirect policy split; collaboration policy role typology; policy leverage mode split
collaborator_attractiveness_policy_target,Collaborator attractiveness policy target,mechanisms,full_text_seed,Wagner and Leydesdorff (2005),2005,Wagner and Leydesdorff (2005),2005,concepts/mechanisms/collaborator_attractiveness_policy_target.md,10.1016/j.respol.2005.08.002,W1964920419,pub.1029657568,W1964920419,partner attractiveness; collaboration attractiveness target; network-entry attractiveness
national_policy_enabler_inhibitor_role,National policy enabler/inhibitor role,mechanisms,full_text_seed,Wagner and Leydesdorff (2005),2005,Wagner and Leydesdorff (2005),2005,concepts/mechanisms/national_policy_enabler_inhibitor_role.md,10.1016/j.respol.2005.08.002,W1964920419,pub.1029657568,W1964920419,policy flow gate; national knowledge-flow gate; policy-enabled ICS
agent_based_preferential_attachment_replication,Agent-based preferential-attachment replication,validations,full_text_seed,Wagner and Leydesdorff (2005),2005,Wagner and Leydesdorff (2005),2005,concepts/validations/agent_based_preferential_attachment_replication.md,10.1016/j.respol.2005.08.002,W1964920419,pub.1029657568,W1964920419,ICS PA simulation; collaboration agent model; preferential-attachment replication test
multi_address_author_overcount_diagnostic,Multi-address author overcount diagnostic,validations,full_text_seed,Wagner and Leydesdorff (2005),2005,Wagner and Leydesdorff (2005),2005,concepts/validations/multi_address_author_overcount_diagnostic.md,10.1016/j.respol.2005.08.002,W1964920419,pub.1029657568,W1964920419,multi-affiliation overcount check; address-author mismatch audit; international coauthorship overcount diagnostic
identifier_gated_inclusion_rule,Identifier-gated inclusion rule,validations,full_text_seed,Hook et al. (2018),2018,Hook et al. (2018),2018,concepts/validations/identifier_gated_inclusion_rule.md,10.3389/frma.2018.00023,W2888592790,pub.1106289502,W2888592790,identifier inclusion gate; PID coverage rule; recognized-ID editorial hurdle
crossref_pubmed_publication_spine,Crossref-PubMed publication spine,datasets,full_text_seed,Hook et al. (2018),2018,Hook et al. (2018),2018,concepts/datasets/crossref_pubmed_publication_spine.md,10.3389/frma.2018.00023,W2888592790,pub.1106289502,W2888592790,publication data spine; DOI-PMID backbone; Crossref PubMed core
first_class_research_object_model,First-class research object model,representations,full_text_seed,Hook et al. (2018),2018,Hook et al. (2018),2018,concepts/representations/first_class_research_object_model.md,10.3389/frma.2018.00023,W2888592790,pub.1106289502,W2888592790,first-class scholarly entities; research object graph; nonpublication entity model
common_reference_axis_mapping,Common reference-axis mapping,methods,full_text_seed,Hook et al. (2018),2018,Hook et al. (2018),2018,concepts/methods/common_reference_axis_mapping.md,10.3389/frma.2018.00023,W2888592790,pub.1106289502,W2888592790,navigational axes; reference-axis normalization; shared analytical axes
grid_institution_resolution_workflow,GRID institution resolution workflow,methods,full_text_seed,Hook et al. (2018),2018,Hook et al. (2018),2018,concepts/methods/grid_institution_resolution_workflow.md,10.3389/frma.2018.00023,W2888592790,pub.1106289502,W2888592790,institutional name resolution; GRID affiliation mapping; research-organization disambiguation
open_citation_dependency_boundary,Open-citation dependency boundary,validations,full_text_seed,Hook et al. (2018),2018,Hook et al. (2018),2018,concepts/validations/open_citation_dependency_boundary.md,10.3389/frma.2018.00023,W2888592790,pub.1106289502,W2888592790,citation source dependency; I4OC coverage boundary; reference availability constraint
grant_acknowledgment_entity_recognition,Grant-acknowledgment entity recognition,methods,full_text_seed,Hook et al. (2018),2018,Hook et al. (2018),2018,concepts/methods/grant_acknowledgment_entity_recognition.md,10.3389/frma.2018.00023,W2888592790,pub.1106289502,W2888592790,funder NER; grant-number mining; acknowledgment-based funding extraction
cross_object_subject_classification,Cross-object subject classification,methods,full_text_seed,Hook et al. (2018),2018,Hook et al. (2018),2018,concepts/methods/cross_object_subject_classification.md,10.3389/frma.2018.00023,W2888592790,pub.1106289502,W2888592790,multi-entity field classification; cross-type category mapping; reproducible subject classifier
precision_biased_person_disambiguation,Precision-biased person disambiguation,validations,full_text_seed,Hook et al. (2018),2018,Hook et al. (2018),2018,concepts/validations/precision_biased_person_disambiguation.md,10.3389/frma.2018.00023,W2888592790,pub.1106289502,W2888592790,conservative author clustering; precision-first disambiguation; split-biased person IDs
tiered_scholarly_data_access_model,Tiered scholarly data access model,methods,full_text_seed,Hook et al. (2018),2018,Hook et al. (2018),2018,concepts/methods/tiered_scholarly_data_access_model.md,10.3389/frma.2018.00023,W2888592790,pub.1106289502,W2888592790,free-paid access split; Dimensions access tiers; scholarly API entitlement model
work_centered_scholarly_entity_model,Work-centered scholarly entity model,representations,full_text_seed,Priem et al. (2022),2022,Priem et al. (2022),2022,concepts/representations/work_centered_scholarly_entity_model.md,10.48550/arxiv.2205.01833,W4229010617,pub.1147626509,W4229010617,work-anchored graph; scholarly-work hub model; publication-centered entity graph
openalex_source_coverage_boundary,OpenAlex source coverage boundary,validations,full_text_seed,Priem et al. (2022),2022,Priem et al. (2022),2022,concepts/validations/openalex_source_coverage_boundary.md,10.48550/arxiv.2205.01833,W4229010617,pub.1147626509,W4229010617,OpenAlex coverage frame; source-ingestion boundary; older-work MAG coverage
sciscinet_recent_paper_staleness_boundary,SciSciNet recent-paper staleness boundary,validations,full_text_seed,Lin et al. (2023),2023,Lin et al. (2023),2023,concepts/validations/sciscinet_recent_paper_staleness_boundary.md,10.1038/s41597-023-02198-9,W4378980478,pub.1158536883,W4378980478,MAG-final snapshot caveat; SciSciNet freshness boundary; post-2021 coverage warning
sciscinet_entity_relationship_join_contract,SciSciNet entity-relationship join contract,representations,full_text_seed,Lin et al. (2023),2023,Lin et al. (2023),2023,concepts/representations/sciscinet_entity_relationship_join_contract.md,10.1038/s41597-023-02198-9,W4378980478,pub.1158536883,W4378980478,SciSciNet PK/FK schema; PaperID join contract; data-lake relational spine
sciscinet_table_inventory_manifest,SciSciNet table inventory manifest,datasets,full_text_seed,Lin et al. (2023),2023,Lin et al. (2023),2023,concepts/datasets/sciscinet_table_inventory_manifest.md,10.1038/s41597-023-02198-9,W4378980478,pub.1158536883,W4378980478,SciSciNet data-record manifest; TSV inventory; table-count manifest
sciscinet_pmid_intermediate_key_bridge,SciSciNet PMID intermediate-key bridge,methods,full_text_seed,Lin et al. (2023),2023,Lin et al. (2023),2023,concepts/methods/sciscinet_pmid_intermediate_key_bridge.md,10.1038/s41597-023-02198-9,W4378980478,pub.1158536883,W4378980478,PMID bridge key; PaperID-PMID crosswalk; biomedical linkage bridge
sciscinet_patent_citation_family_deduplication,SciSciNet patent-citation family deduplication,methods,full_text_seed,Lin et al. (2023),2023,Lin et al. (2023),2023,concepts/methods/sciscinet_patent_citation_family_deduplication.md,10.1038/s41597-023-02198-9,W4378980478,pub.1158536883,W4378980478,patent-PaperID deduplication; paper-family patent merge; primary-paper patent citation cleanup
sciscinet_crossref_event_doi_normalization,SciSciNet Crossref Event DOI normalization,methods,full_text_seed,Lin et al. (2023),2023,Lin et al. (2023),2023,concepts/methods/sciscinet_crossref_event_doi_normalization.md,10.1038/s41597-023-02198-9,W4378980478,pub.1158536883,W4378980478,DOI-normalized event joins; Crossref Event linkage cleanup; Twitter-Newsfeed DOI bridge
sciscinet_static_external_linkage_windows,SciSciNet static external-linkage windows,validations,full_text_seed,Lin et al. (2023),2023,Lin et al. (2023),2023,concepts/validations/sciscinet_static_external_linkage_windows.md,10.1038/s41597-023-02198-9,W4378980478,pub.1158536883,W4378980478,asynchronous linkage snapshots; external table vintage; source-window caveat
new_source_title_update_queue,New source-title update queue,methods,full_text_seed,Borner et al. (2012),2012,Borner et al. (2012),2012,concepts/methods/new_source_title_update_queue.md,10.1371/journal.pone.0039464,W2036137014,pub.1049668114,W2036137014,new journal detection; source-title delta queue; map coverage refresh list
reference_majority_source_assignment,Reference-majority source assignment,methods,full_text_seed,Borner et al. (2012),2012,Borner et al. (2012),2012,concepts/methods/reference_majority_source_assignment.md,10.1371/journal.pone.0039464,W2036137014,pub.1049668114,W2036137014,cited-cluster majority rule; reference-based journal assignment; cited-category threshold assignment
normalized_bidirectional_subdiscipline_assignment,Normalized bidirectional subdiscipline assignment,methods,full_text_seed,Borner et al. (2012),2012,Borner et al. (2012),2012,concepts/methods/normalized_bidirectional_subdiscipline_assignment.md,10.1371/journal.pone.0039464,W2036137014,pub.1049668114,W2036137014,incoming-outgoing citation assignment; size-normalized journal classification; bidirectional citation placement
